source,target,score_1,score_2,editor_1,editor_2,aligner,agreement,final_score
нагнулась,наг,0,0,E15,E16,a,1,0
Потому,Никакой,0,0,E15,E16,a,1,0
сутки,один,0,0,E15,E16,a,1,0
носом,голосом,0,0,E15,E16,a,1,0
портье,полковнике,0,0,E15,E16,a,1,0
штурма,нашей,0,0,E15,E16,a,1,0
слышу,говорил,0,0,E15,E16,a,1,0
определено,спросил,0,0,E15,E16,a,1,0
дать,найти,0,0,E15,E16,a,1,0
во,об,0,0,E15,E16,a,1,0
ИСТОРИЯ,нахожу,0,0,E15,E16,a,1,0
горошком,аппетитом,0,0,E15,E16,a,1,0
смею,полюбите,0,0,E15,E16,a,1,0
аллеи,скамейки,0,0,E15,E16,a,1,0
очнулся,проговорил,0,0,E15,E16,a,1,0
непохож,не,0,0,E15,E16,a,1,0
нее,перрон,0,0,E15,E16,a,1,0
Милостивая,лостивая,0,0,E15,E16,a,1,0
заботами,блюд,0,0,E15,E16,a,1,0
метал,игру,0,0,E15,E16,a,1,0
Ну,На,0,0,E15,E16,a,1,0
тянул,пытался,0,0,E15,E16,a,1,0
прекословили,были,0,0,E15,E16,a,1,0
Впервые,ещё,0,0,E15,E16,a,1,0
дрова,огонь,0,0,E15,E16,a,1,0
Они,Две,0,0,E15,E16,a,1,0
пороге,поговорите,0,0,E15,E16,a,1,0
предполагали,придёт,0,0,E15,E16,a,1,0
Исправить,Или,0,0,E15,E16,a,1,0
Извольте,виноват,0,0,E15,E16,a,1,0
вошедшему,недовольно,0,0,E15,E16,a,1,0
счастья,Странная,0,0,E15,E16,a,1,0
Едва,Как,0,0,E15,E16,a,1,0
становишься,ста,0,0,E15,E16,a,1,0
Лучинушку,народную,0,0,E15,E16,a,1,0
жалко,узнал,0,0,E15,E16,a,1,0
лимонную,прогулки,0,0,E15,E16,a,1,0
выполняло,ждали,0,0,E15,E16,a,1,0
пофилософствуем,пофи,0,0,E15,E16,a,1,0
закивала,протянула,0,0,E15,E16,a,1,0
раскаяние,Радость,0,0,E15,E16,a,1,0
слишком,специально,0,0,E15,E16,a,1,0
Чьим,Сначала,0,0,E15,E16,a,1,0
расстилалась,стояла,0,0,E15,E16,a,1,0
услугам,лошади,0,0,E15,E16,a,1,0
две,разных,0,0,E15,E16,a,1,0
потухшим,совсем,0,0,E15,E16,a,1,0
кокетничал,были,0,0,E15,E16,a,1,0
прогнал,упомянул,0,0,E15,E16,a,1,0
робости,уверенно,0,0,E15,E16,a,1,0
забыть,за,0,0,E15,E16,a,1,0
забилась,встать,0,0,E15,E16,a,1,0
отжившую,близкого,0,0,E15,E16,a,1,0
государыня,рыня,0,0,E15,E16,a,1,0
стоящего,который,0,0,E15,E16,a,1,0
вообще,его,0,0,E15,E16,a,1,0
терпения,Хорошо,0,0,E15,E16,a,1,0
Всё,день,0,0,E15,E16,a,1,0
Мне,Ведь,0,0,E15,E16,a,1,0
непохожа,не,0,0,E15,E16,a,1,0
некстати,не,0,0,E15,E16,a,1,0
новая,теперь,0,0,E15,E16,a,1,0
было,ло,0,0,E15,E16,a,1,0
избавить,встречаться,0,0,E15,E16,a,1,0
расплатитесь,дать,0,0,E15,E16,a,1,0
присоединилось,жила,0,0,E15,E16,a,1,0
минутой,сильным,0,0,E15,E16,a,1,0
вправду,идти,0,0,E15,E16,a,1,0
пьет,украл,0,0,E15,E16,a,1,0
натурально,Рассердился,0,0,E15,E16,a,1,0
несостоявшегося,как,0,0,E15,E16,a,1,0
сделала,лала,0,0,E15,E16,a,1,0
гостиницу,портье,0,0,E15,E16,a,1,0
адвокатом,Алексеем,0,0,E15,E16,a,1,0
питаясь,убирали,0,0,E15,E16,a,1,0
изумление,стыдно,0,0,E15,E16,a,1,0
подозревать,посмотрел,0,0,E15,E16,a,1,0
Царскосельский,кий,0,0,E15,E16,a,1,0
кафтанам,детям,0,0,E15,E16,a,1,0
переставая,курил,0,0,E15,E16,a,1,0
собственных,Берестовых,0,0,E15,E16,a,1,0
западному,Зуров,0,0,E15,E16,a,1,0
изгладится,останется,0,0,E15,E16,a,1,0
настежь,сидеть,0,0,E15,E16,a,1,0
Блестящие,Весёлые,0,0,E15,E16,a,1,0
вертелся,был,0,0,E15,E16,a,1,0
голубчик,генеральша,0,0,E15,E16,a,1,0
верил,продолжался,0,0,E15,E16,a,1,0
На,Пойдите,0,0,E15,E16,a,1,0
мазурочная,пустыми,0,0,E15,E16,a,1,0
спросила,поговорю,0,0,E15,E16,a,1,0
коньяком,конья,0,0,E15,E16,a,1,0
вправо,одной,0,0,E15,E16,a,1,0
его,князь,0,0,E15,E16,a,1,0
кучер,слу,0,0,E15,E16,a,1,0
сквозь,смотрит,0,0,E15,E16,a,1,0
осмотрелся,ушла,0,0,E15,E16,a,1,0
Сергей,его,0,0,E15,E16,a,1,0
гнусный,трактире,0,0,E15,E16,a,1,0
проживший,который,0,0,E15,E16,a,1,0
пролепетала,начала,0,0,E15,E16,a,1,0
думать,забыть,0,0,E15,E16,a,1,0
насыпи,собака,0,0,E15,E16,a,1,0
стал,отвечал,0,0,E15,E16,a,1,0
дело,Мимо,0,0,E15,E16,a,1,0
себе,своей,0,0,E15,E16,a,1,0
шалостям,молодым,0,0,E15,E16,a,1,0
капризу,нию,0,0,E15,E16,a,1,0
мужем,женой,0,0,E15,E16,a,1,0
вздохнула,встретила,0,0,E15,E16,a,1,0
завистливыми,острыми,0,0,E15,E16,a,1,0
мгновение,мг,0,0,E15,E16,a,1,0
идти,здесь,0,0,E15,E16,a,1,0
упоенный,удивлённый,0,0,E15,E16,a,1,0
нагляжусь,на,0,0,E15,E16,a,1,0
вспомнила,вспом,0,0,E15,E16,a,1,0
покровского,деревенскому,0,0,E15,E16,a,1,0
доме,от,0,0,E15,E16,a,1,0
твердыни,Плевны,0,0,E15,E16,a,1,0
назначенный,который,0,0,E15,E16,a,1,0
природы,науки,0,0,E15,E16,a,1,0
казался,беспокоился,0,0,E15,E16,a,1,0
редкостная,честная,0,0,E15,E16,a,1,0
ничего,что,0,0,E15,E16,a,1,0
перегнувшегося,сидевшего,0,0,E15,E16,a,1,0
хлопотать,по,0,0,E15,E16,a,1,0
дело,полиции,0,0,E15,E16,a,1,0
Ахтырцев,убитый,0,0,E15,E16,a,1,0
слово,дело,0,0,E15,E16,a,1,0
слепа,весёлого,0,0,E15,E16,a,1,0
вдруг,некуда,0,0,E15,E16,a,1,0
завтракать,Косили,0,0,E15,E16,a,1,0
любовник,ним,0,0,E15,E16,a,1,0
сразу,Ещё,0,0,E15,E16,a,1,0
внезапно,тихо,0,0,E15,E16,a,1,0
отрицательно,не,0,0,E15,E16,a,1,0
день,Вечером,0,0,E15,E16,a,1,0
здесь,Он,0,0,E15,E16,a,1,0
разумная,быстрая,0,0,E15,E16,a,1,0
надоели,устал,0,0,E15,E16,a,1,0
глуха,плохо,0,0,E15,E16,a,1,0
нам,его,0,0,E15,E16,a,1,0
надоест,следователь,0,0,E15,E16,a,1,0
скромные,скром,0,0,E15,E16,a,1,0
обязанность,помогать,0,0,E15,E16,a,1,0
дидактики,гогике,0,0,E15,E16,a,1,0
пошла,продолжилась,0,0,E15,E16,a,1,0
обещано,ищет,0,0,E15,E16,a,1,0
возвышена,останется,0,0,E15,E16,a,1,0
была,он,0,0,E15,E16,a,1,0
связав,женившись,0,0,E15,E16,a,1,0
35,пять,0,0,E15,E16,a,1,0
метнула,посмотрела,0,0,E15,E16,a,1,0
корреспондентом,столе,0,0,E15,E16,a,1,0
сделать,сказать,0,0,E15,E16,a,1,0
наряде,свете,0,0,E15,E16,a,1,0
его,своём,0,0,E15,E16,a,1,0
кузин,боже,0,0,E15,E16,a,1,0
тридцать,цать,0,0,E15,E16,a,1,0
ножек,цирк,0,0,E15,E16,a,1,0
деревню,отсюда,0,0,E15,E16,a,1,0
поправил,знал,0,0,E15,E16,a,1,0
встретив,разговоре,0,0,E15,E16,a,1,0
раздражавшая,разговорчивость,0,0,E15,E16,a,1,0
весело,простодушнее,0,0,E15,E16,a,1,0
дослушать,купать,0,0,E15,E16,a,1,0
мыслей,странно,0,0,E15,E16,a,1,0
Ясно,Было,0,0,E15,E16,a,1,0
тревожливо,немного,0,0,E15,E16,a,1,0
понапрасну,правду,0,0,E15,E16,a,1,0
Курчавый,Старший,0,0,E15,E16,a,1,0
Поехала,был,0,0,E15,E16,a,1,0
быть,больше,0,0,E15,E16,a,1,0
играли,увлекались,0,0,E15,E16,a,1,0
степени,очень,0,0,E15,E16,a,1,0
Перелетные,Пере,0,0,E15,E16,a,1,0
сконфуженность,ложил,0,0,E15,E16,a,1,0
Пгек’асная,Есть,0,0,E15,E16,a,1,0
убился,жив,0,0,E15,E16,a,1,0
счастлива,сч,0,0,E15,E16,a,1,0
могли,пошли,0,0,E15,E16,a,1,0
была,сказал,0,0,E15,E16,a,1,0
пил,пел,0,0,E15,E16,a,1,0
следующий,один,0,0,E15,E16,a,1,0
только,никого,0,0,E15,E16,a,1,0
переставая,повторял,0,0,E15,E16,a,1,0
состраданием,филиала,0,0,E15,E16,a,1,0
хороша,хоро,0,0,E15,E16,a,1,0
останетесь,Согласитесь,0,0,E15,E16,a,1,0
вилайете,области,0,0,E15,E16,a,1,0
Временный,Штаб,0,0,E15,E16,a,1,0
спиной,стол,0,0,E15,E16,a,1,0
раздались,Томскогопрозвучали,0,0,E15,E16,a,1,0
таком,нашей,0,0,E15,E16,a,1,0
пожала,по,0,0,E15,E16,a,1,0
совершенство,высокое,0,0,E15,E16,a,1,0
Невольно,сандрович,0,0,E15,E16,a,1,0
подполковник,Девушка,0,0,E15,E16,a,1,0
Мало,Ма,0,0,E15,E16,a,1,0
Нет,Меня,0,0,E15,E16,a,1,0
по,немецкого,0,0,E15,E16,a,1,0
заранее,ещё,0,0,E15,E16,a,1,0
это,Она,0,0,E15,E16,a,1,0
не,несерьёзно,0,0,E15,E16,a,1,0
ответил,подумал,0,0,E15,E16,a,1,0
холщовые,удобные,0,0,E15,E16,a,1,0
тянуло,уехали,0,0,E15,E16,a,1,0
тянуло,хотел,0,0,E15,E16,a,1,0
интервью,говорил,0,0,E15,E16,a,1,0
исполнила,расстроиться,0,0,E15,E16,a,1,0
смотрела,сделала,0,0,E15,E16,a,1,0
познанию,правильному,0,0,E15,E16,a,1,0
большую,очень,0,0,E15,E16,a,1,0
достойного,ного,0,0,E15,E16,a,1,0
Подполковник,генералу,0,0,E15,E16,a,1,0
мол,даму,0,0,E15,E16,a,1,0
открыли,изменить,0,0,E15,E16,a,1,0
направо,налево,0,0,E15,E16,a,1,0
заговорил,заго,0,0,E15,E16,a,1,0
одно,Однажды,0,0,E15,E16,a,1,0
прежде,де,0,0,E15,E16,a,1,0
Мари,истории,0,0,E15,E16,a,1,0
Но,До,0,0,E15,E16,a,1,0
рессор,коляска,0,0,E15,E16,a,1,0
начхать,выстрелить,0,0,E15,E16,a,1,0
этого,так,0,0,E15,E16,a,1,0
все,нехорошие,0,0,E15,E16,a,1,0
отправиться,дальше,0,0,E15,E16,a,1,0
Наряжусь,сь,0,0,E15,E16,a,1,0
выезжать,зашёл,0,0,E15,E16,a,1,0
людей,жён,0,0,E15,E16,a,1,0
представлявшийся,которого,0,0,E15,E16,a,1,0
смуглый,иностранный,0,0,E15,E16,a,1,0
Глаза,Эраст,0,0,E15,E16,a,1,0
Ради,Прошу,0,0,E15,E16,a,1,0
углубился,свою,0,0,E15,E16,a,1,0
мог,страдал,0,0,E15,E16,a,1,0
драгоценного,настоящая,0,0,E15,E16,a,1,0
она,Сергей,0,0,E15,E16,a,1,0
поворачиваясь,вступаю,0,0,E15,E16,a,1,0
невеста,свадьбы,0,0,E15,E16,a,1,0
тоже,даже,0,0,E15,E16,a,1,0
многочисленные,это,0,0,E15,E16,a,1,0
кончили,учились,0,0,E15,E16,a,1,0
Гонят,Стало,0,0,E15,E16,a,1,0
может,жет,0,0,E15,E16,a,1,0
совершал,было,0,0,E15,E16,a,1,0
верхом,ревность,0,0,E15,E16,a,1,0
привлекает,кает,0,0,E15,E16,a,1,0
стало,покраснело,0,0,E15,E16,a,1,0
радостей,достей,0,0,E15,E16,a,1,0
содрогнулась,вспомнила,0,0,E15,E16,a,1,0
Поехала,Потом,0,0,E15,E16,a,1,0
подымала,подни,0,0,E15,E16,a,1,0
голову,одевался,0,0,E15,E16,a,1,0
привлекает,привле,0,0,E15,E16,a,1,0
штофные,Старые,0,0,E15,E16,a,1,0
Кр,Крррасота,0,0,E15,E16,a,1,0
его,улыбнулся,0,0,E15,E16,a,1,0
гостя,доктора,0,0,E15,E16,a,1,0
хорошо,актуально,0,0,E15,E16,a,1,0
корреспондент,Маклафлин,0,0,E15,E16,a,1,0
тьмы,белыми,0,0,E15,E16,a,1,0
свидетельство,венчаться,0,0,E15,E16,a,1,0
большой,его,0,0,E15,E16,a,1,0
замечательная,за,0,0,E15,E16,a,1,0
утихло,стала,0,0,E15,E16,a,1,0
стояла,Пойдите,0,0,E15,E16,a,1,0
угроза,том,0,0,E15,E16,a,1,0
мгновений,мг,0,0,E15,E16,a,1,0
нечистое,нечис,0,0,E15,E16,a,1,0
Графиня,финя,0,0,E15,E16,a,1,0
покраснел,похудел,0,0,E15,E16,a,1,0
просила,про,0,0,E15,E16,a,1,0
не,неизменился,0,0,E15,E16,a,1,0
записку,за,0,0,E15,E16,a,1,0
детства,давно,0,0,E15,E16,a,1,0
Посудите,Потом,0,0,E15,E16,a,1,0
умоляла,предлагали,0,0,E15,E16,a,1,0
ею,моё,0,0,E15,E16,a,1,0
Алексея,Каренина,0,0,E15,E16,a,1,0
залихватским,опять,0,0,E15,E16,a,1,0
самое,низкая,0,0,E15,E16,a,1,0
душой,жаль,0,0,E15,E16,a,1,0
светлел,лел,0,0,E15,E16,a,1,0
мгновения,мг,0,0,E15,E16,a,1,0
Пи,сме,0,0,E15,E16,a,1,0
Ну,нужны,0,0,E15,E16,a,1,0
полно,не,0,0,E15,E16,a,1,0
понимаете,маете,0,0,E15,E16,a,1,0
затеял,сказал,0,0,E15,E16,a,1,0
немцем,зверски,0,0,E15,E16,a,1,0
приходила,надо,0,0,E15,E16,a,1,0
залу,мая,0,0,E15,E16,a,1,0
его,неё,0,0,E15,E16,a,1,0
отогнать,нать,0,0,E15,E16,a,1,0
скрывая,улыбаясь,0,0,E15,E16,a,1,0
утро,ночью,0,0,E15,E16,a,1,0
камень,Он,0,0,E15,E16,a,1,0
садовника,доктором,0,0,E15,E16,a,1,0
подтверждение,услышать,0,0,E15,E16,a,1,0
не,неменьше,0,0,E15,E16,a,1,0
своим,руки,0,0,E15,E16,a,1,0
деревьях,тихо,0,0,E15,E16,a,1,0
неволить,нравится,0,0,E15,E16,a,1,0
меня,её,0,0,E15,E16,a,1,0
столовую,знакомый,0,0,E15,E16,a,1,0
решил,понял,0,0,E15,E16,a,1,0
разведением,строительством,0,0,E15,E16,a,1,0
трехлетию,выборам,0,0,E15,E16,a,1,0
Или,нашли,0,0,E15,E16,a,1,0
эр,ня,0,0,E15,E16,a,1,0
меня,Он,0,0,E15,E16,a,1,0
права,Узнаёт,0,0,E15,E16,a,1,0
дрожанием,голосом,0,0,E15,E16,a,1,0
Ну,Варя,0,0,E15,E16,a,1,0
Максим,графиня,0,0,E15,E16,a,1,0
осторожнее,приятное,0,0,E15,E16,a,1,0
взбиты,накрашена,0,0,E15,E16,a,1,0
закрываясь,похвалила,0,0,E15,E16,a,1,0
неразговорчив,чив,0,0,E15,E16,a,1,0
покойно,по,0,0,E15,E16,a,1,0
положении,жении,0,0,E15,E16,a,1,0
перелистовал,открыл,0,0,E15,E16,a,1,0
там,Здесь,0,0,E15,E16,a,1,0
подавать,скажут,0,0,E15,E16,a,1,0
выболтав,замолчала,0,0,E15,E16,a,1,0
ухлопал,потра,0,0,E15,E16,a,1,0
прячется,хочет,0,0,E15,E16,a,1,0
поклонился,покло,0,0,E15,E16,a,1,0
придумал,мог,0,0,E15,E16,a,1,0
безобразие,вечный,0,0,E15,E16,a,1,0
заговорили,узнала,0,0,E15,E16,a,1,0
пол,эти,0,0,E15,E16,a,1,0
Нужды,Ничего,0,0,E15,E16,a,1,0
Должно,Не,0,0,E15,E16,a,1,0
презирал,вспомнил,0,0,E15,E16,a,1,0
суетных,радостей,0,0,E15,E16,a,1,0
теперь,были,0,0,E15,E16,a,1,0
торопилась,покраснела,0,0,E15,E16,a,1,0
продолжала,сказала,0,0,E15,E16,a,1,0
заметил,смотрела,0,0,E15,E16,a,1,0
ненависть,ссоре,0,0,E15,E16,a,1,0
До,написал,0,0,E15,E16,a,1,0
который,его,0,0,E15,E16,a,1,0
грохот,штурм,0,0,E15,E16,a,1,0
испугался,испу,0,0,E15,E16,a,1,0
почему,Казалось,0,0,E15,E16,a,1,0
Но,Про,0,0,E15,E16,a,1,0
Ну,Наверное,0,0,E15,E16,a,1,0
Бобик,Бо,0,0,E15,E16,a,1,0
впечатление,понравилась,0,0,E15,E16,a,1,0
показал,сказал,0,0,E15,E16,a,1,0
небытия,безнадёжность,0,0,E15,E16,a,1,0
Туровцын,ренин,0,0,E15,E16,a,1,0
бормотал,спросил,0,0,E15,E16,a,1,0
встал,волнение,0,0,E15,E16,a,1,0
что,Ведь,0,0,E15,E16,a,1,0
карандаши,каран,0,0,E15,E16,a,1,0
пленных,победил,0,0,E15,E16,a,1,0
атаковать,начать,0,0,E15,E16,a,1,0
Официанты,на,0,0,E15,E16,a,1,0
заробел,пойду,0,0,E15,E16,a,1,0
кармана,тетрадь,0,0,E15,E16,a,1,0
Неудачная,Не,0,0,E15,E16,a,1,0
Но,Пока,0,0,E15,E16,a,1,0
поданную,маленькую,0,0,E15,E16,a,1,0
можете,актёрствуете,0,0,E15,E16,a,1,0
Лондон,роковой,0,0,E15,E16,a,1,0
Во,Вопервых,0,0,E15,E16,a,1,0
прочитала,была,0,0,E15,E16,a,1,0
воображения,умеет,0,0,E15,E16,a,1,0
отвечая,чая,0,0,E15,E16,a,1,0
постоянно,всё,0,0,E15,E16,a,1,0
Никакого,Особа,0,0,E15,E16,a,1,0
думала,убежал,0,0,E15,E16,a,1,0
раскачали,посмотрел,0,0,E15,E16,a,1,0
беспутная,беспокойная,0,0,E15,E16,a,1,0
целиком,концентрированном,0,0,E15,E16,a,1,0
Прилетал,рассердился,0,0,E15,E16,a,1,0
складном,соломенной,0,0,E15,E16,a,1,0
разглядывали,молчали,0,0,E15,E16,a,1,0
около,по,0,0,E15,E16,a,1,0
улыбающийся,улы,0,0,E15,E16,a,1,0
то,даже,0,0,E15,E16,a,1,0
резко,тоже,0,0,E15,E16,a,1,0
Кому,что,0,0,E15,E16,a,1,0
пробует,бросили,0,0,E15,E16,a,1,0
торопитесь,питесь,0,0,E15,E16,a,1,0
Глаза,на,0,0,E15,E16,a,1,0
лицо,дело,0,0,E15,E16,a,1,0
вздрогнула,нула,0,0,E15,E16,a,1,0
стало,не,0,0,E15,E16,a,1,0
невеста,Фандорина,0,0,E15,E16,a,1,0
ворчит,пугает,0,0,E15,E16,a,1,0
утешение,всё,0,0,E15,E16,a,1,0
кляче,пальто,0,0,E15,E16,a,1,0
нервничаю,сильно,0,0,E15,E16,a,1,0
было,получила,0,0,E15,E16,a,1,0
госпожа,Лицо,0,0,E15,E16,a,1,0
Петровича,Фандорин,0,0,E15,E16,a,1,0
обойти,быть,0,0,E15,E16,a,1,0
приму,обедать,0,0,E15,E16,a,1,0
сказать,появлялись,0,0,E15,E16,a,1,0
головой,удивился,0,0,E15,E16,a,1,0
вдовами,без,0,0,E15,E16,a,1,0
спохватившись,посмеяться,0,0,E15,E16,a,1,0
Игнатьевича,Иг,0,0,E15,E16,a,1,0
палку,ямы,0,0,E15,E16,a,1,0
приказывал,воскликнул,0,0,E15,E16,a,1,0
драгоценными,доро,0,0,E15,E16,a,1,0
теперь,часы,0,0,E15,E16,a,1,0
обозначался,был,0,0,E15,E16,a,1,0
Где,Он,0,0,E15,E16,a,1,0
нибудь,ничего,0,0,E15,E16,a,1,0
себе,найти,0,0,E15,E16,a,1,0
наконец,что,0,0,E15,E16,a,1,0
лапки,куль,0,0,E15,E16,a,1,0
взор,дама,0,0,E15,E16,a,1,0
Говорят,Весной,0,0,E15,E16,a,1,0
вас,васкто,0,0,E15,E16,a,1,0
признанием,равно,0,0,E15,E16,a,1,0
устраивали,было,0,0,E15,E16,a,1,0
сильно,будущего,0,0,E15,E16,a,1,0
ассигнации,нации,0,0,E15,E16,a,1,0
